event_id,trip_id,airport,gate,delay_minutes,event_type,event_timestamp
e00678,t0210,SEA,D20,90.0,delay_detected,2026-08-15 00:54:07.935885
e00679,t0210,SEA,D20,90.0,options_prompt_shown,2026-08-15 00:54:26.935885
e00680,t0211,ATL,,,checkin_prompt_shown,2026-08-08 20:31:31.083313
e00681,t0211,ATL,,,flight_opted_in,2026-08-08 20:32:30.083313
e00682,t0211,ATL,A10,60.0,delay_detected,2026-08-09 11:02:04.125140
e00683,t0211,ATL,A10,60.0,options_prompt_shown,2026-08-09 11:03:00.125140
e00684,t0212,SEA,,,checkin_prompt_shown,2026-08-19 14:31:40.715194
e00685,t0213,SEA,,,checkin_prompt_shown,2026-08-21 11:25:52.792024
e00686,t0213,SEA,,,flight_opted_in,2026-08-21 11:27:05.792024
e00687,t0214,LAX,,,checkin_prompt_shown,2026-08-06 09:08:14.373210
e00688,t0215,ORD,,,checkin_prompt_shown,2026-08-02 20:25:38.241682
e00689,t0216,LAX,,,checkin_prompt_shown,2026-08-21 19:00:00.517907
e00690,t0216,LAX,,,flight_opted_in,2026-08-21 19:00:06.517907
e00691,t0216,LAX,A18,180.0,delay_detected,2026-08-22 04:51:22.371178
e00692,t0216,LAX,A18,180.0,options_prompt_shown,2026-08-22 04:52:16.371178
e00693,t0216,LAX,A18,180.0,options_prompt_engaged,2026-08-22 04:53:09.371178
e00694,t0216,LAX,A18,180.0,gate_entered,2026-08-22 04:53:52.371178
e00695,t0217,SEA,,,checkin_prompt_shown,2026-08-12 10:42:13.778021
e00696,t0217,SEA,,,flight_opted_in,2026-08-12 10:42:42.778021
e00697,t0217,SEA,B26,60.0,delay_detected,2026-08-12 16:08:06.380274
e00698,t0217,SEA,B26,60.0,options_prompt_shown,2026-08-12 16:08:34.380274
e00699,t0218,ATL,,,checkin_prompt_shown,2026-08-12 17:39:35.247647
e00700,t0219,ORD,,,checkin_prompt_shown,2026-08-11 21:04:12.961228
e00701,t0219,ORD,,,flight_opted_in,2026-08-11 21:04:30.961228
e00702,t0219,ORD,A5,75.0,delay_detected,2026-08-12 12:37:42.036961
e00703,t0219,ORD,A5,75.0,options_prompt_shown,2026-08-12 12:37:48.036961
e00704,t0219,ORD,A5,75.0,options_prompt_engaged,2026-08-12 12:38:57.036961
e00705,t0219,ORD,A5,75.0,gate_entered,2026-08-12 12:39:19.036961
e00706,t0219,ORD,A5,75.0,venue_selected,2026-08-12 12:41:53.036961
e00707,t0219,ORD,A5,75.0,directions_viewed,2026-08-12 12:42:13.036961
e00708,t0220,ATL,,,checkin_prompt_shown,2026-08-11 06:13:22.078620
e00709,t0221,SEA,,,checkin_prompt_shown,2026-08-07 17:07:23.652690
e00710,t0222,ATL,,,checkin_prompt_shown,2026-08-05 08:49:25.459296
e00711,t0222,ATL,,,flight_opted_in,2026-08-05 08:49:33.459296
e00712,t0223,ATL,,,checkin_prompt_shown,2026-08-11 22:53:45.621797
e00713,t0223,ATL,,,flight_opted_in,2026-08-11 22:53:58.621797
e00714,t0223,ATL,D30,180.0,delay_detected,2026-08-12 13:39:18.667305
e00715,t0223,ATL,D30,180.0,options_prompt_shown,2026-08-12 13:39:28.667305
e00716,t0223,ATL,D30,180.0,options_prompt_engaged,2026-08-12 13:40:43.667305
e00717,t0223,ATL,D30,180.0,gate_entered,2026-08-12 13:41:04.667305
e00718,t0224,SEA,,,checkin_prompt_shown,2026-08-11 06:26:05.419911
e00719,t0225,ATL,,,checkin_prompt_shown,2026-08-17 16:10:42.397364
e00720,t0225,ATL,,,flight_opted_in,2026-08-17 16:10:51.397364
e00721,t0225,ATL,A29,75.0,delay_detected,2026-08-18 14:49:40.058242
e00722,t0225,ATL,A29,75.0,options_prompt_shown,2026-08-18 14:49:46.058242
e00723,t0226,DIA,,,checkin_prompt_shown,2026-08-12 12:11:22.840496
e00724,t0227,LAX,,,checkin_prompt_shown,2026-08-04 11:20:18.339008
e00725,t0227,LAX,,,flight_opted_in,2026-08-04 11:20:23.339008
e00726,t0227,LAX,C19,60.0,delay_detected,2026-08-05 03:54:29.762434
e00727,t0227,LAX,C19,60.0,options_prompt_shown,2026-08-05 03:55:22.762434
e00728,t0228,LAX,,,checkin_prompt_shown,2026-08-07 02:46:26.550833
e00729,t0228,LAX,,,flight_opted_in,2026-08-07 02:47:18.550833
e00730,t0228,LAX,D8,90.0,delay_detected,2026-08-07 12:31:13.244941
e00731,t0228,LAX,D8,90.0,options_prompt_shown,2026-08-07 12:32:01.244941
e00732,t0229,LAX,,,checkin_prompt_shown,2026-08-06 04:12:48.388024
e00733,t0230,ORD,,,checkin_prompt_shown,2026-08-06 22:15:51.459253
e00734,t0230,ORD,,,flight_opted_in,2026-08-06 22:17:15.459253
e00735,t0230,ORD,B25,180.0,delay_detected,2026-08-07 07:52:07.761441
e00736,t0230,ORD,B25,180.0,options_prompt_shown,2026-08-07 07:52:18.761441
e00737,t0231,LAX,,,checkin_prompt_shown,2026-08-15 13:12:50.340528
e00738,t0231,LAX,,,flight_opted_in,2026-08-15 13:13:38.340528
e00739,t0231,LAX,D4,75.0,delay_detected,2026-08-16 09:09:27.777021
e00740,t0231,LAX,D4,75.0,options_prompt_shown,2026-08-16 09:09:41.777021
e00741,t0232,DIA,,,checkin_prompt_shown,2026-08-11 03:19:32.707302
e00742,t0232,DIA,,,flight_opted_in,2026-08-11 03:19:55.707302
e00743,t0232,DIA,C14,90.0,delay_detected,2026-08-12 00:21:31.583653
e00744,t0232,DIA,C14,90.0,options_prompt_shown,2026-08-12 00:21:45.583653
e00745,t0232,DIA,C14,90.0,options_prompt_engaged,2026-08-12 00:23:01.583653
e00746,t0233,ATL,,,checkin_prompt_shown,2026-08-07 16:17:58.078616
e00747,t0233,ATL,,,flight_opted_in,2026-08-07 16:18:43.078616
e00748,t0233,ATL,A5,90.0,delay_detected,2026-08-08 14:05:05.407844
e00749,t0234,DIA,,,checkin_prompt_shown,2026-08-18 18:08:38.465356
e00750,t0235,ORD,,,checkin_prompt_shown,2026-08-19 16:26:19.030916
e00751,t0235,ORD,,,flight_opted_in,2026-08-19 16:26:56.030916
e00752,t0235,ORD,C14,180.0,delay_detected,2026-08-19 22:05:10.318460
e00753,t0236,ORD,,,checkin_prompt_shown,2026-08-04 07:12:06.892315
e00754,t0236,ORD,,,flight_opted_in,2026-08-04 07:13:04.892315
e00755,t0236,ORD,C5,60.0,delay_detected,2026-08-04 09:32:24.432385
e00756,t0237,DIA,,,checkin_prompt_shown,2026-08-12 13:36:38.268003
e00757,t0237,DIA,,,flight_opted_in,2026-08-12 13:37:00.268003
e00758,t0237,DIA,C6,90.0,delay_detected,2026-08-12 14:39:39.494931
e00759,t0237,DIA,C6,90.0,options_prompt_shown,2026-08-12 14:39:46.494931
e00760,t0238,ORD,,,checkin_prompt_shown,2026-08-05 10:38:39.602190
e00761,t0238,ORD,,,flight_opted_in,2026-08-05 10:39:07.602190
e00762,t0238,ORD,B7,120.0,delay_detected,2026-08-06 05:22:20.509746
e00763,t0238,ORD,B7,120.0,options_prompt_shown,2026-08-06 05:23:18.509746
e00764,t0238,ORD,B7,120.0,options_prompt_engaged,2026-08-06 05:24:38.509746
e00765,t0238,ORD,B7,120.0,gate_entered,2026-08-06 05:25:23.509746
e00766,t0238,ORD,B7,120.0,venue_selected,2026-08-06 05:26:08.509746
e00767,t0238,ORD,B7,120.0,directions_viewed,2026-08-06 05:26:16.509746
e00768,t0239,ORD,,,checkin_prompt_shown,2026-08-16 02:14:27.140622
e00769,t0240,LAX,,,checkin_prompt_shown,2026-08-21 17:11:08.255674
e00770,t0240,LAX,,,flight_opted_in,2026-08-21 17:11:57.255674
e00771,t0240,LAX,D3,75.0,delay_detected,2026-08-22 00:40:46.798479
e00772,t0240,LAX,D3,75.0,options_prompt_shown,2026-08-22 00:41:39.798479
e00773,t0241,ATL,,,checkin_prompt_shown,2026-08-13 13:57:36.574464
e00774,t0242,ATL,,,checkin_prompt_shown,2026-08-16 07:52:48.358217
e00775,t0242,ATL,,,flight_opted_in,2026-08-16 07:54:09.358217
e00776,t0242,ATL,D17,180.0,delay_detected,2026-08-16 09:00:33.507711
e00777,t0242,ATL,D17,180.0,options_prompt_shown,2026-08-16 09:01:00.507711
e00778,t0243,ATL,,,checkin_prompt_shown,2026-08-20 14:41:56.344242
e00779,t0243,ATL,,,flight_opted_in,2026-08-20 14:42:08.344242
e00780,t0243,ATL,D15,75.0,delay_detected,2026-08-21 11:46:36.461301
e00781,t0243,ATL,D15,75.0,options_prompt_shown,2026-08-21 11:47:14.461301
e00782,t0244,ORD,,,checkin_prompt_shown,2026-08-03 05:29:47.426390
e00783,t0244,ORD,,,flight_opted_in,2026-08-03 05:30:15.426390
e00784,t0244,ORD,C18,60.0,delay_detected,2026-08-03 08:51:56.950375
e00785,t0244,ORD,C18,60.0,options_prompt_shown,2026-08-03 08:52:02.950375
e00786,t0244,ORD,C18,60.0,options_prompt_engaged,2026-08-03 08:53:34.950375
e00787,t0244,ORD,C18,60.0,gate_entered,2026-08-03 08:54:17.950375
e00788,t0244,ORD,C18,60.0,venue_selected,2026-08-03 08:57:00.950375
e00789,t0244,ORD,C18,60.0,directions_viewed,2026-08-03 08:57:16.950375
e00790,t0245,LAX,,,checkin_prompt_shown,2026-08-19 23:28:07.499153
e00791,t0245,LAX,,,flight_opted_in,2026-08-19 23:28:34.499153
e00792,t0246,LAX,,,checkin_prompt_shown,2026-08-12 11:50:46.340938
e00793,t0247,DIA,,,checkin_prompt_shown,2026-08-10 01:55:44.029791
e00794,t0248,SEA,,,checkin_prompt_shown,2026-08-20 06:12:12.564000
e00795,t0248,SEA,,,flight_opted_in,2026-08-20 06:13:42.564000
e00796,t0248,SEA,D6,120.0,delay_detected,2026-08-20 17:51:20.694826
e00797,t0249,DIA,,,checkin_prompt_shown,2026-08-10 13:30:06.995181
e00798,t0250,SEA,,,checkin_prompt_shown,2026-08-13 09:09:12.041704
e00799,t0250,SEA,,,flight_opted_in,2026-08-13 09:09:23.041704
e00800,t0250,SEA,D8,180.0,delay_detected,2026-08-13 18:30:40.531369
e00801,t0250,SEA,D8,180.0,options_prompt_shown,2026-08-13 18:31:30.531369
e00802,t0251,SEA,,,checkin_prompt_shown,2026-08-21 14:18:18.298064
e00803,t0251,SEA,,,flight_opted_in,2026-08-21 14:19:14.298064
e00804,t0251,SEA,C17,180.0,delay_detected,2026-08-22 04:13:31.781427
e00805,t0251,SEA,C17,180.0,options_prompt_shown,2026-08-22 04:14:19.781427
e00806,t0252,ORD,,,checkin_prompt_shown,2026-08-16 07:53:30.907874
e00807,t0252,ORD,,,flight_opted_in,2026-08-16 07:54:21.907874
e00808,t0253,DIA,,,checkin_prompt_shown,2026-08-05 21:47:03.861472
e00809,t0253,DIA,,,flight_opted_in,2026-08-05 21:47:10.861472
e00810,t0253,DIA,D25,60.0,delay_detected,2026-08-06 01:59:33.736157
e00811,t0254,LAX,,,checkin_prompt_shown,2026-08-19 05:11:49.474999
e00812,t0255,DIA,,,checkin_prompt_shown,2026-08-15 00:49:29.883785
e00813,t0255,DIA,,,flight_opted_in,2026-08-15 00:50:53.883785
e00814,t0255,DIA,A20,75.0,delay_detected,2026-08-15 16:17:52.929452
e00815,t0255,DIA,A20,75.0,options_prompt_shown,2026-08-15 16:18:04.929452
e00816,t0256,LAX,,,checkin_prompt_shown,2026-08-02 09:40:46.761886
e00817,t0256,LAX,,,flight_opted_in,2026-08-02 09:41:30.761886
e00818,t0256,LAX,A2,75.0,delay_detected,2026-08-03 01:35:05.425864
e00819,t0256,LAX,A2,75.0,options_prompt_shown,2026-08-03 01:35:42.425864
e00820,t0257,DIA,,,checkin_prompt_shown,2026-08-13 04:11:38.452972
e00821,t0258,LAX,,,checkin_prompt_shown,2026-08-04 05:58:26.692286
e00822,t0259,LAX,,,checkin_prompt_shown,2026-08-07 17:51:22.604212
e00823,t0259,LAX,,,flight_opted_in,2026-08-07 17:51:38.604212
e00824,t0259,LAX,D20,150.0,delay_detected,2026-08-08 07:25:33.453032
e00825,t0259,LAX,D20,150.0,options_prompt_shown,2026-08-08 07:25:52.453032
e00826,t0260,ORD,,,checkin_prompt_shown,2026-08-09 16:09:56.804409
e00827,t0260,ORD,,,flight_opted_in,2026-08-09 16:11:11.804409
e00828,t0260,ORD,D27,75.0,delay_detected,2026-08-10 07:16:51.618350
e00829,t0260,ORD,D27,75.0,options_prompt_shown,2026-08-10 07:17:11.618350
e00830,t0260,ORD,D27,75.0,options_prompt_engaged,2026-08-10 07:17:38.618350
e00831,t0260,ORD,D27,75.0,gate_entered,2026-08-10 07:18:37.618350
e00832,t0261,LAX,,,checkin_prompt_shown,2026-08-08 20:17:06.271914
e00833,t0261,LAX,,,flight_opted_in,2026-08-08 20:17:41.271914
e00834,t0261,LAX,D9,75.0,delay_detected,2026-08-09 10:05:52.156589
e00835,t0261,LAX,D9,75.0,options_prompt_shown,2026-08-09 10:06:10.156589
e00836,t0261,LAX,D9,75.0,options_prompt_engaged,2026-08-09 10:07:51.156589
e00837,t0261,LAX,D9,75.0,gate_entered,2026-08-09 10:09:11.156589
e00838,t0261,LAX,D9,75.0,venue_selected,2026-08-09 10:10:50.156589
e00839,t0261,LAX,D9,75.0,directions_viewed,2026-08-09 10:10:53.156589
e00840,t0262,LAX,,,checkin_prompt_shown,2026-08-17 22:29:55.390507
e00841,t0262,LAX,,,flight_opted_in,2026-08-17 22:30:28.390507
e00842,t0262,LAX,B14,150.0,delay_detected,2026-08-18 16:29:47.547665
e00843,t0262,LAX,B14,150.0,options_prompt_shown,2026-08-18 16:30:14.547665
e00844,t0262,LAX,B14,150.0,options_prompt_engaged,2026-08-18 16:30:42.547665
e00845,t0262,LAX,B14,150.0,gate_entered,2026-08-18 16:31:27.547665
e00846,t0263,SEA,,,checkin_prompt_shown,2026-08-19 16:16:52.470435
e00847,t0264,LAX,,,checkin_prompt_shown,2026-08-15 00:26:54.180927
e00848,t0265,ORD,,,checkin_prompt_shown,2026-08-03 21:54:46.120737
e00849,t0265,ORD,,,flight_opted_in,2026-08-03 21:56:01.120737
e00850,t0265,ORD,D19,120.0,delay_detected,2026-08-04 01:38:05.796494
e00851,t0265,ORD,D19,120.0,options_prompt_shown,2026-08-04 01:39:04.796494
e00852,t0266,SEA,,,checkin_prompt_shown,2026-08-10 00:34:33.634100
e00853,t0267,LAX,,,checkin_prompt_shown,2026-08-09 02:54:48.645351
e00854,t0267,LAX,,,flight_opted_in,2026-08-09 02:55:43.645351
e00855,t0267,LAX,D21,120.0,delay_detected,2026-08-09 16:42:06.762521
e00856,t0267,LAX,D21,120.0,options_prompt_shown,2026-08-09 16:43:01.762521
e00857,t0268,LAX,,,checkin_prompt_shown,2026-08-08 02:08:10.240073
e00858,t0268,LAX,,,flight_opted_in,2026-08-08 02:08:53.240073
e00859,t0268,LAX,D19,180.0,delay_detected,2026-08-08 06:28:58.463309
e00860,t0268,LAX,D19,180.0,options_prompt_shown,2026-08-08 06:29:55.463309
e00861,t0269,ATL,,,checkin_prompt_shown,2026-08-15 06:15:17.275042
e00862,t0270,ATL,,,checkin_prompt_shown,2026-08-10 14:54:12.343422
e00863,t0271,DIA,,,checkin_prompt_shown,2026-08-06 19:36:49.699733
e00864,t0271,DIA,,,flight_opted_in,2026-08-06 19:37:57.699733
e00865,t0271,DIA,C18,75.0,delay_detected,2026-08-07 17:47:59.519049
e00866,t0271,DIA,C18,75.0,options_prompt_shown,2026-08-07 17:48:31.519049
e00867,t0272,SEA,,,checkin_prompt_shown,2026-08-11 05:27:02.767150
e00868,t0272,SEA,,,flight_opted_in,2026-08-11 05:27:52.767150
e00869,t0273,ATL,,,checkin_prompt_shown,2026-08-01 23:52:24.816651
e00870,t0274,SEA,,,checkin_prompt_shown,2026-08-10 06:30:09.079019
e00871,t0274,SEA,,,flight_opted_in,2026-08-10 06:31:05.079019
e00872,t0274,SEA,B29,150.0,delay_detected,2026-08-10 20:25:43.921513
e00873,t0274,SEA,B29,150.0,options_prompt_shown,2026-08-10 20:26:14.921513
e00874,t0275,LAX,,,checkin_prompt_shown,2026-08-21 06:24:57.144243
e00875,t0276,ATL,,,checkin_prompt_shown,2026-08-17 22:35:52.350552
e00876,t0277,ORD,,,checkin_prompt_shown,2026-08-09 11:42:18.738932
e00877,t0278,ATL,,,checkin_prompt_shown,2026-08-04 04:18:08.087553
e00878,t0279,ATL,,,checkin_prompt_shown,2026-08-19 12:33:26.252653
e00879,t0280,SEA,,,checkin_prompt_shown,2026-08-11 04:18:55.605651
e00880,t0280,SEA,,,flight_opted_in,2026-08-11 04:20:07.605651
e00881,t0280,SEA,B17,75.0,delay_detected,2026-08-12 00:06:25.877976
e00882,t0280,SEA,B17,75.0,options_prompt_shown,2026-08-12 00:06:56.877976
e00883,t0280,SEA,B17,75.0,options_prompt_engaged,2026-08-12 00:08:19.877976
e00884,t0280,SEA,B17,75.0,gate_entered,2026-08-12 00:08:42.877976
e00885,t0280,SEA,B17,75.0,venue_selected,2026-08-12 00:11:33.877976
e00886,t0280,SEA,B17,75.0,directions_viewed,2026-08-12 00:11:36.877976
e00887,t0281,DIA,,,checkin_prompt_shown,2026-08-08 15:54:11.721813
e00888,t0282,SEA,,,checkin_prompt_shown,2026-08-07 19:05:38.089603
e00889,t0282,SEA,,,flight_opted_in,2026-08-07 19:05:55.089603
e00890,t0282,SEA,A7,120.0,delay_detected,2026-08-07 20:27:13.609789
e00891,t0282,SEA,A7,120.0,options_prompt_shown,2026-08-07 20:28:07.609789
e00892,t0283,ATL,,,checkin_prompt_shown,2026-08-21 06:54:26.346060
e00893,t0283,ATL,,,flight_opted_in,2026-08-21 06:54:49.346060
e00894,t0283,ATL,A5,120.0,delay_detected,2026-08-21 12:28:49.053188
e00895,t0283,ATL,A5,120.0,options_prompt_shown,2026-08-21 12:29:42.053188
e00896,t0284,DIA,,,checkin_prompt_shown,2026-08-05 01:24:08.952533
e00897,t0285,LAX,,,checkin_prompt_shown,2026-08-15 04:45:19.367996
e00898,t0285,LAX,,,flight_opted_in,2026-08-15 04:45:31.367996
e00899,t0285,LAX,C5,150.0,delay_detected,2026-08-15 06:02:45.643798
e00900,t0285,LAX,C5,150.0,options_prompt_shown,2026-08-15 06:03:12.643798
e00901,t0285,LAX,C5,150.0,options_prompt_engaged,2026-08-15 06:03:19.643798
e00902,t0285,LAX,C5,150.0,gate_entered,2026-08-15 06:03:41.643798
e00903,t0286,SEA,,,checkin_prompt_shown,2026-08-05 11:30:45.147596
e00904,t0286,SEA,,,flight_opted_in,2026-08-05 11:31:39.147596
e00905,t0287,LAX,,,checkin_prompt_shown,2026-08-02 19:59:02.007056
e00906,t0287,LAX,,,flight_opted_in,2026-08-02 20:00:26.007056
e00907,t0287,LAX,A6,60.0,delay_detected,2026-08-03 02:44:30.484233
e00908,t0288,ORD,,,checkin_prompt_shown,2026-08-20 19:33:18.158173
e00909,t0289,LAX,,,checkin_prompt_shown,2026-08-14 11:17:17.653811
e00910,t0289,LAX,,,flight_opted_in,2026-08-14 11:18:25.653811
e00911,t0290,LAX,,,checkin_prompt_shown,2026-08-14 11:11:52.227807
e00912,t0290,LAX,,,flight_opted_in,2026-08-14 11:12:36.227807
e00913,t0290,LAX,D1,90.0,delay_detected,2026-08-15 08:20:31.711485
e00914,t0290,LAX,D1,90.0,options_prompt_shown,2026-08-15 08:20:51.711485
e00915,t0290,LAX,D1,90.0,options_prompt_engaged,2026-08-15 08:21:15.711485
e00916,t0290,LAX,D1,90.0,gate_entered,2026-08-15 08:21:48.711485
e00917,t0290,LAX,D1,90.0,venue_selected,2026-08-15 08:23:12.711485
e00918,t0290,LAX,D1,90.0,directions_viewed,2026-08-15 08:23:25.711485
e00919,t0290,LAX,D1,90.0,survey_response:2,2026-08-15 09:02:25.711485
e00920,t0291,LAX,,,checkin_prompt_shown,2026-08-15 13:03:40.061562
e00921,t0291,LAX,,,flight_opted_in,2026-08-15 13:04:00.061562
e00922,t0291,LAX,C18,90.0,delay_detected,2026-08-16 09:03:38.394195
e00923,t0291,LAX,C18,90.0,options_prompt_shown,2026-08-16 09:03:55.394195
e00924,t0292,ATL,,,checkin_prompt_shown,2026-08-02 06:41:31.894120
e00925,t0292,ATL,,,flight_opted_in,2026-08-02 06:41:39.894120
e00926,t0292,ATL,B23,75.0,delay_detected,2026-08-03 02:12:23.214896
e00927,t0292,ATL,B23,75.0,options_prompt_shown,2026-08-03 02:12:40.214896
e00928,t0292,ATL,B23,75.0,options_prompt_engaged,2026-08-03 02:14:29.214896
e00929,t0292,ATL,B23,75.0,gate_entered,2026-08-03 02:15:50.214896
e00930,t0292,ATL,B23,75.0,venue_selected,2026-08-03 02:17:01.214896
e00931,t0292,ATL,B23,75.0,directions_viewed,2026-08-03 02:17:14.214896
e00932,t0293,LAX,,,checkin_prompt_shown,2026-08-14 02:02:43.607645
e00933,t0293,LAX,,,flight_opted_in,2026-08-14 02:03:48.607645
e00934,t0293,LAX,D22,120.0,delay_detected,2026-08-14 07:45:56.694254
e00935,t0293,LAX,D22,120.0,options_prompt_shown,2026-08-14 07:46:46.694254
e00936,t0294,SEA,,,checkin_prompt_shown,2026-08-14 17:35:26.939461
e00937,t0295,SEA,,,checkin_prompt_shown,2026-08-14 12:54:36.055286
e00938,t0295,SEA,,,flight_opted_in,2026-08-14 12:54:57.055286
e00939,t0295,SEA,A18,180.0,delay_detected,2026-08-15 07:10:53.570927
e00940,t0295,SEA,A18,180.0,options_prompt_shown,2026-08-15 07:11:45.570927
e00941,t0296,LAX,,,checkin_prompt_shown,2026-08-16 15:41:21.132168
e00942,t0296,LAX,,,flight_opted_in,2026-08-16 15:42:05.132168
e00943,t0297,DIA,,,checkin_prompt_shown,2026-08-18 13:40:18.915123
e00944,t0298,ATL,,,checkin_prompt_shown,2026-08-20 12:31:10.366571
e00945,t0298,ATL,,,flight_opted_in,2026-08-20 12:32:26.366571
e00946,t0298,ATL,C7,75.0,delay_detected,2026-08-21 08:03:35.299115
e00947,t0298,ATL,C7,75.0,options_prompt_shown,2026-08-21 08:03:59.299115
e00948,t0298,ATL,C7,75.0,options_prompt_engaged,2026-08-21 08:04:38.299115
e00949,t0298,ATL,C7,75.0,gate_entered,2026-08-21 08:05:39.299115
e00950,t0298,ATL,C7,75.0,venue_selected,2026-08-21 08:07:32.299115
e00951,t0298,ATL,C7,75.0,directions_viewed,2026-08-21 08:07:48.299115
e00952,t0299,ORD,,,checkin_prompt_shown,2026-08-06 00:28:54.345495
e00953,t0299,ORD,,,flight_opted_in,2026-08-06 00:30:23.345495
e00954,t0299,ORD,D1,150.0,delay_detected,2026-08-06 09:35:21.671608
e00955,t0299,ORD,D1,150.0,options_prompt_shown,2026-08-06 09:36:10.671608
e00956,t0300,LAX,,,checkin_prompt_shown,2026-08-15 01:27:02.608291
e00957,t0300,LAX,,,flight_opted_in,2026-08-15 01:27:44.608291
e00958,t0301,SEA,,,checkin_prompt_shown,2026-08-17 05:37:02.212885
e00959,t0302,LAX,,,checkin_prompt_shown,2026-08-04 18:57:35.873500
e00960,t0302,LAX,,,flight_opted_in,2026-08-04 18:58:18.873500
e00961,t0302,LAX,A18,60.0,delay_detected,2026-08-05 04:43:44.310819
e00962,t0302,LAX,A18,60.0,options_prompt_shown,2026-08-05 04:44:29.310819
e00963,t0303,SEA,,,checkin_prompt_shown,2026-08-14 07:08:49.808310
e00964,t0303,SEA,,,flight_opted_in,2026-08-14 07:10:00.808310
e00965,t0303,SEA,C30,75.0,delay_detected,2026-08-15 05:27:28.178315
e00966,t0303,SEA,C30,75.0,options_prompt_shown,2026-08-15 05:28:26.178315
e00967,t0304,ATL,,,checkin_prompt_shown,2026-08-20 21:37:32.515511
e00968,t0305,SEA,,,checkin_prompt_shown,2026-08-07 05:42:14.774882
e00969,t0306,DIA,,,checkin_prompt_shown,2026-08-06 13:59:40.207863
e00970,t0307,ATL,,,checkin_prompt_shown,2026-08-03 21:59:18.955065
e00971,t0307,ATL,,,flight_opted_in,2026-08-03 22:00:13.955065
e00972,t0307,ATL,B9,150.0,delay_detected,2026-08-04 13:09:23.465531
e00973,t0307,ATL,B9,150.0,options_prompt_shown,2026-08-04 13:09:50.465531
e00974,t0308,LAX,,,checkin_prompt_shown,2026-08-09 00:37:16.936953
e00975,t0309,LAX,,,checkin_prompt_shown,2026-08-16 06:12:28.078214
e00976,t0310,LAX,,,checkin_prompt_shown,2026-08-20 01:09:17.657118
e00977,t0311,ORD,,,checkin_prompt_shown,2026-08-05 19:44:53.669619
e00978,t0311,ORD,,,flight_opted_in,2026-08-05 19:46:09.669619
e00979,t0311,ORD,B25,75.0,delay_detected,2026-08-06 00:47:00.816839
e00980,t0311,ORD,B25,75.0,options_prompt_shown,2026-08-06 00:47:39.816839
e00981,t0311,ORD,B25,75.0,options_prompt_engaged,2026-08-06 00:47:49.816839
e00982,t0311,ORD,B25,75.0,gate_entered,2026-08-06 00:48:43.816839
e00983,t0311,ORD,B25,75.0,venue_selected,2026-08-06 00:49:44.816839
e00984,t0311,ORD,B25,75.0,directions_viewed,2026-08-06 00:49:50.816839
e00985,t0312,LAX,,,checkin_prompt_shown,2026-08-07 01:05:16.891075
e00986,t0313,DIA,,,checkin_prompt_shown,2026-08-11 07:22:08.965275
e00987,t0313,DIA,,,flight_opted_in,2026-08-11 07:23:35.965275
e00988,t0313,DIA,B29,75.0,delay_detected,2026-08-12 00:26:54.496804
e00989,t0313,DIA,B29,75.0,options_prompt_shown,2026-08-12 00:27:36.496804
e00990,t0314,ATL,,,checkin_prompt_shown,2026-08-04 11:06:20.304718
e00991,t0314,ATL,,,flight_opted_in,2026-08-04 11:06:46.304718
e00992,t0314,ATL,D27,150.0,delay_detected,2026-08-05 03:26:35.187307
e00993,t0314,ATL,D27,150.0,options_prompt_shown,2026-08-05 03:27:33.187307
e00994,t0314,ATL,D27,150.0,options_prompt_engaged,2026-08-05 03:29:04.187307
e00995,t0314,ATL,D27,150.0,gate_entered,2026-08-05 03:30:00.187307
e00996,t0314,ATL,D27,150.0,venue_selected,2026-08-05 03:30:21.187307
e00997,t0314,ATL,D27,150.0,directions_viewed,2026-08-05 03:30:31.187307
e00998,t0315,DIA,,,checkin_prompt_shown,2026-08-11 13:50:20.300158
e00999,t0316,ORD,,,checkin_prompt_shown,2026-08-11 14:47:14.267378
e01000,t0316,ORD,,,flight_opted_in,2026-08-11 14:47:56.267378
e01001,t0316,ORD,A1,60.0,delay_detected,2026-08-12 04:37:19.888443
e01002,t0316,ORD,A1,60.0,options_prompt_shown,2026-08-12 04:38:12.888443
e01003,t0317,ATL,,,checkin_prompt_shown,2026-08-14 07:31:30.724372
e01004,t0317,ATL,,,flight_opted_in,2026-08-14 07:32:57.724372
e01005,t0317,ATL,D7,90.0,delay_detected,2026-08-15 06:33:15.209290
e01006,t0317,ATL,D7,90.0,options_prompt_shown,2026-08-15 06:33:40.209290
e01007,t0317,ATL,D7,90.0,options_prompt_engaged,2026-08-15 06:35:40.209290
e01008,t0317,ATL,D7,90.0,gate_entered,2026-08-15 06:36:26.209290
e01009,t0317,ATL,D7,90.0,venue_selected,2026-08-15 06:39:23.209290
e01010,t0317,ATL,D7,90.0,directions_viewed,2026-08-15 06:39:32.209290
e01011,t0317,ATL,D7,90.0,survey_response:5,2026-08-15 06:45:32.209290
e01012,t0318,DIA,,,checkin_prompt_shown,2026-08-19 23:35:11.490552
e01013,t0318,DIA,,,flight_opted_in,2026-08-19 23:36:03.490552
e01014,t0318,DIA,B4,60.0,delay_detected,2026-08-20 22:43:38.955651
e01015,t0318,DIA,B4,60.0,options_prompt_shown,2026-08-20 22:44:36.955651
e01016,t0318,DIA,B4,60.0,options_prompt_engaged,2026-08-20 22:45:57.955651
